Accession,Release_Date,Species,Length,Sequence_Type,Nuc_Completeness,Genotype,Protein,Geo_Location,U_S__State,Host,Isolation_Source,Collection_Date,GenBank_Title
QMT53245,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT52813,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49009,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49021,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49033,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49069,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49117,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49129,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49141,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49285,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49453,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49525,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49597,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49669,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Kittitas County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49681,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49933,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49957,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49969,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50041,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50077,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Kittitas County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50161,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50173,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50533,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50617,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50689,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50809,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50905,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50953,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51181,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51193,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51301,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51313,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51337,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51433,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51445,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51517,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51589,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51601,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51613,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51673,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51709,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51757,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51913,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT52213,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT52441,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT52453,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT52477,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT52945,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLQ87528,2020-07-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Vadodara",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLL35354,2020-07-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: FL",FL,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLG75785,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Victoria",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLG97951,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Dane county",WI,Homo sapiens,"oronasopharynx",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLG98047,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Dane county",WI,Homo sapiens,"oronasopharynx",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLG98155,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Dane county",WI,Homo sapiens,"oronasopharynx",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLG98263,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Dane county",WI,Homo sapiens,"oronasopharynx",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLG98299,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Vernon county",WI,Homo sapiens,"oronasopharynx",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLA10200,2020-06-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Vadodara",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKY60165,2020-06-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Bharuch",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKY64792,2020-06-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Mandvi",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV25945,2020-06-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Gujarat, Vadodara",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV25957,2020-06-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Gujarat, Vadodara",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV25993,2020-06-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Gujarat, Vadodara",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV26005,2020-06-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Gujarat, Vadodara",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV26041,2020-06-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Gujarat, Vadodara",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV26065,2020-06-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Gujarat, Vadodara",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV27563,2020-06-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Gujarat, Dhanera",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKQ29886,2020-06-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Gandhinagar",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKQ29946,2020-06-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Kadi",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKQ29958,2020-06-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Kadi",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKQ29970,2020-06-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Gandhinagar",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKQ30030,2020-06-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Gandhinagar",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKQ30042,2020-06-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Kalol",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKQ30138,2020-06-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Gandhinagar",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKQ30174,2020-06-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Kalol",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKQ30198,2020-06-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Kalol",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKQ30210,2020-06-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Vadodara",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKQ30234,2020-06-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Vadodara",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKQ30162,2020-06-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Gandhinagar",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKY65277,2020-06-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Bhuj",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLG75797,2020-07-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Victoria",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49441,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49501,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49549,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50209,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51481,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKY60213,2020-06-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Savli",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKY60225,2020-06-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Savli",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49333,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49393,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLH64779,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"India: Vadodara",,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51529,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-05,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT53065,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT53197,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT53233,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT52993,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49465,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49729,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49765,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT49837,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50065,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50413,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50593,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT50893,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51241,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT51685,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT52633,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT52981,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Whatcom County",WA,Homo sapiens,"",2020-06-06,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
